Temperature_C,Humidity_%,AB1_Students,AB2_Students,AB3_Students,AB4_Students,AB5_Students,MAB1_Students,MAB2_Students,MAB3_Students,MAB4_Students,Active_Windows_Labs,Active_Mac_Labs,Central_Library_Occupancy,Admin_Office_Staff,Glass_Cafeteria_Occupancy,Open_Cafeteria_Occupancy,Auditorium_Active,Boys_Hostel_Load_kWh,Girls_Hostel_Load_kWh,Solar_Generation_kWh,Year,Month,Day_Of_Month,Hour,Day_Encoded,Total_AB_Students,Total_MAB_Students,Total_Students,Total_Hostel_Load,Total_Active_Labs
29.8,60,30,22,12,40,36,25,28,13,29,0,0,8,5,20,10,0,573,563,0,2026,4,28,0,5,140,95,235,1136,0
37.0,41,167,222,221,214,185,171,182,182,188,0,0,330,5,296,118,0,536,490,0,2026,5,8,20,0,1009,723,1732,1026,0
35.0,38,816,811,698,639,852,671,653,467,772,39,37,262,180,358,139,0,343,348,364,2026,5,20,12,6,3816,2563,6379,691,76
26.4,53,194,160,177,155,185,157,168,146,188,0,0,60,5,103,35,0,447,378,61,2026,1,31,8,2,871,659,1530,825,0
35.7,38,1788,1709,1615,1860,1709,1445,1586,1427,1295,43,33,236,180,61,30,0,404,389,278,2026,5,26,11,5,8681,5753,14434,793,76
35.6,38,180,169,188,176,175,192,160,154,160,0,6,205,5,85,26,0,373,356,218,2026,5,24,15,3,888,666,1554,729,6
22.9,58,19,27,15,3,15,5,27,7,29,0,0,1,5,20,10,0,468,449,0,2026,1,18,4,3,79,68,147,917,0
31.4,51,23,5,38,23,29,30,34,10,23,0,0,11,5,20,10,0,572,593,0,2026,5,12,2,5,118,97,215,1165,0
29.9,46,12,28,26,0,15,30,21,18,32,0,0,5,5,20,10,0,519,544,0,2026,3,5,4,4,81,101,182,1063,0
34.7,38,870,857,616,724,583,617,582,675,718,28,26,446,180,135,53,0,527,503,72,2026,3,10,17,5,3650,2592,6242,1030,54
34.6,40,191,167,152,147,194,145,111,165,157,0,0,264,5,295,118,0,511,482,0,2026,5,29,20,0,851,578,1429,993,0
29.1,41,1536,1401,1007,1344,1465,1193,1133,1113,1306,36,19,120,180,174,62,0,334,285,115,2026,2,4,9,6,6753,4745,11498,619,55
28.1,60,25,17,15,18,14,24,38,30,1,0,0,7,5,20,10,0,688,553,0,2026,5,17,3,3,89,93,182,1241,0
27.0,39,1356,1226,1256,830,995,1127,1180,935,1092,32,34,268,180,123,52,0,340,349,83,2026,1,26,16,1,5663,4334,9997,689,66
27.8,38,12,30,27,25,17,11,2,25,12,0,0,0,5,18,13,0,451,407,24,2026,1,5,18,1,111,50,161,858,0
25.0,48,155,221,188,250,252,159,160,182,210,0,0,80,5,79,31,0,314,314,106,2026,1,18,9,3,1066,711,1777,628,0
36.6,45,215,199,155,184,174,171,191,148,185,0,0,59,5,20,10,0,681,622,0,2026,5,8,21,0,927,695,1622,1303,0
34.1,38,541,560,604,621,536,370,460,549,425,17,25,304,180,143,47,0,476,493,88,2026,3,9,17,1,2862,1804,4666,969,42
36.3,38,606,651,775,663,675,550,558,599,539,31,18,379,180,148,51,0,544,535,94,2026,5,6,17,6,3370,2246,5616,1079,49
35.0,38,880,688,848,765,778,500,628,760,692,36,37,282,180,351,152,0,412,384,288,2026,4,21,12,5,3959,2580,6539,796,73
28.3,63,9,40,28,14,39,12,33,38,38,0,0,5,5,20,10,0,582,535,0,2026,6,29,2,1,130,121,251,1117,0
28.9,38,2,15,11,13,10,10,21,3,27,0,0,5,5,20,11,0,425,384,57,2026,1,4,17,3,51,61,112,809,0
36.5,38,990,1216,1274,1253,1066,880,983,1050,1261,35,28,339,180,123,54,0,388,397,177,2026,5,1,16,0,5799,4174,9973,785,63
32.4,50,155,207,154,145,156,145,116,143,124,0,0,203,5,233,93,0,584,556,0,2026,6,17,20,6,817,528,1345,1140,0
30.7,38,114,82,98,91,100,62,78,72,89,0,0,93,5,167,66,0,427,435,44,2026,3,28,18,2,485,301,786,862,0
29.4,39,230,178,180,136,166,198,194,164,209,0,0,80,5,92,36,0,338,311,128,2026,2,1,9,3,890,765,1655,649,0
27.4,57,2,17,38,12,32,26,11,40,0,0,0,9,5,20,10,0,566,591,0,2026,4,17,2,0,101,77,178,1157,0
36.2,38,745,804,700,707,638,496,608,654,583,42,39,306,180,418,173,0,404,359,402,2026,5,19,12,5,3594,2341,5935,763,81
35.9,38,849,702,680,544,723,591,579,621,680,42,43,327,180,408,157,0,391,386,359,2026,5,21,13,4,3498,2471,5969,777,85
31.3,40,2,14,3,17,26,34,28,20,0,0,0,12,5,20,10,0,589,546,0,2026,3,9,22,1,62,82,144,1135,0
27.5,41,5,25,21,13,19,2,12,12,19,0,0,14,5,26,9,0,304,281,221,2026,1,1,11,4,83,45,128,585,0
34.0,38,27,24,23,23,21,16,26,21,22,0,0,99,5,176,61,0,435,479,0,2026,4,12,20,3,118,85,203,914,0
27.1,48,171,175,158,166,162,146,139,158,149,0,0,191,5,304,98,0,413,391,0,2026,1,12,20,1,832,592,1424,804,0
30.0,62,187,188,179,146,193,123,120,135,157,0,0,9,5,20,10,0,575,582,26,2026,6,26,6,0,893,535,1428,1157,0
29.1,38,209,215,151,207,213,171,183,147,235,3,2,119,5,39,14,0,337,340,197,2026,2,14,10,2,995,736,1731,677,5
28.9,38,1244,1132,1308,1192,1154,868,889,1200,1042,33,44,316,180,125,49,0,369,351,184,2026,2,19,15,4,6030,3999,10029,720,77
28.3,49,11,2,30,16,10,29,27,7,31,0,0,1,5,20,10,0,551,547,0,2026,3,2,0,1,69,94,163,1098,0
30.8,62,9,12,33,20,36,21,7,16,12,0,0,8,5,20,10,0,595,542,0,2026,6,2,0,5,110,56,166,1137,0
30.9,55,1111,1011,1153,1098,1288,1047,1009,1178,1010,13,3,80,5,154,64,0,471,501,89,2026,6,25,8,4,5661,4244,9905,972,16
29.8,69,8,9,3,16,5,17,17,31,17,0,0,6,5,20,10,0,594,596,0,2026,6,25,5,4,41,82,123,1190,0
35.1,38,565,624,628,490,555,406,482,375,506,11,0,289,5,222,97,0,539,509,52,2026,5,26,18,5,2862,1769,4631,1048,11
27.1,61,37,19,36,12,35,5,28,15,20,0,0,8,5,20,10,0,552,535,0,2026,4,25,2,2,139,68,207,1087,0
29.1,68,34,21,20,6,2,31,40,19,1,0,0,3,5,20,10,0,616,623,0,2026,6,22,4,1,83,91,174,1239,0
32.5,38,166,161,180,152,197,174,152,148,125,0,0,60,5,101,33,0,432,442,102,2026,3,7,8,2,856,599,1455,874,0
28.3,59,10,18,16,38,6,14,17,9,6,0,0,6,5,20,10,0,555,619,0,2026,4,12,3,3,88,46,134,1174,0
31.2,68,33,21,37,15,17,2,5,23,13,0,0,12,5,20,10,0,613,546,0,2026,6,6,2,2,123,43,166,1159,0
27.7,53,28,18,7,30,8,4,20,26,9,0,0,4,5,20,10,0,535,507,0,2026,4,25,1,2,91,59,150,1042,0
30.3,61,21,37,16,20,3,7,7,39,8,0,0,5,5,20,10,0,678,614,0,2026,6,15,5,1,97,61,158,1292,0
31.5,41,464,575,502,411,396,450,543,368,459,0,0,40,5,174,55,0,430,396,45,2026,3,12,7,4,2348,1820,4168,826,0
30.2,38,1789,1852,1338,1707,1626,1293,1233,1079,1551,30,30,295,180,54,22,0,336,319,205,2026,2,5,11,4,8312,5156,13468,655,60
34.7,41,697,701,475,477,550,586,493,597,564,8,3,283,5,285,89,0,475,523,50,2026,5,28,18,4,2900,2240,5140,998,11
31.7,51,19,29,9,32,6,8,14,23,24,0,0,14,5,20,10,0,624,624,0,2026,4,2,23,4,95,69,164,1248,0
28.8,43,71,60,58,71,70,47,56,53,58,0,0,40,5,95,42,0,419,385,34,2026,2,7,7,2,330,214,544,804,0
25.2,43,1274,1158,1438,1071,1151,1059,1136,1032,1282,33,17,313,180,127,56,0,274,350,83,2026,1,21,16,6,6092,4509,10601,624,50
30.6,57,14,15,6,11,24,26,4,3,39,0,0,8,5,20,10,0,574,519,0,2026,4,7,1,5,70,72,142,1093,0
29.6,38,204,230,187,138,235,182,185,132,212,0,0,5,5,20,10,0,503,486,18,2026,3,16,6,1,994,711,1705,989,0
24.1,53,1,30,6,18,26,5,7,9,22,0,0,9,5,20,10,0,475,462,0,2026,1,14,23,6,81,43,124,937,0
32.4,41,569,479,383,365,322,355,318,353,286,0,0,40,5,157,73,0,476,428,55,2026,4,29,7,6,2118,1312,3430,904,0
37.3,38,232,278,223,203,203,200,177,183,193,2,7,266,5,87,29,0,375,350,257,2026,5,9,15,2,1139,753,1892,725,9
26.0,44,1429,1531,1637,1166,1610,1310,1301,1456,1443,44,29,270,180,68,24,0,345,346,194,2026,1,22,11,4,7373,5510,12883,691,73
23.2,56,15,15,15,19,37,5,4,19,7,0,0,10,5,20,10,0,490,469,0,2026,2,26,4,4,101,35,136,959,0
27.5,38,397,412,540,412,332,321,347,360,315,0,0,40,5,155,58,0,384,393,38,2026,2,12,7,4,2093,1343,3436,777,0
32.5,38,1038,1245,1034,1159,1105,825,932,1226,1037,5,13,80,5,167,64,0,435,488,108,2026,4,28,8,5,5581,4020,9601,923,18
29.3,43,12,21,5,36,1,14,27,4,15,0,0,6,5,20,10,0,591,521,0,2026,3,9,23,1,75,60,135,1112,0
35.3,38,545,611,531,629,581,532,516,454,400,32,19,295,180,132,53,0,553,497,84,2026,4,14,17,5,2897,1902,4799,1050,51
35.4,44,1495,1426,1643,1196,1489,1263,992,978,1165,32,31,241,180,71,24,0,396,374,250,2026,6,5,10,0,7249,4398,11647,770,63
28.6,54,34,28,7,17,32,21,21,11,16,0,0,10,5,20,10,0,515,561,0,2026,4,28,1,5,118,69,187,1076,0
33.4,50,174,142,195,146,163,174,118,153,136,0,0,12,5,20,10,0,564,570,27,2026,5,18,6,1,820,581,1401,1134,0
34.2,38,231,210,201,196,207,173,162,144,152,3,2,206,5,40,18,0,386,363,265,2026,5,16,11,2,1045,631,1676,749,5
31.9,60,17,19,31,9,16,7,39,6,27,0,0,10,5,20,10,0,674,625,0,2026,6,14,22,3,92,79,171,1299,0
33.4,52,655,568,613,571,628,438,432,541,515,2,10,228,5,232,93,1,596,531,58,2026,6,30,18,5,3035,1926,4961,1127,12
32.3,55,219,162,147,156,167,183,156,142,97,0,0,240,5,320,108,0,588,545,0,2026,6,12,20,0,851,578,1429,1133,0
28.1,46,9,30,1,24,27,5,19,38,34,0,0,4,5,20,10,0,473,478,0,2026,3,16,5,1,91,96,187,951,0
29.6,55,40,22,0,10,26,30,21,21,6,0,0,5,5,20,10,0,543,575,0,2026,4,18,1,2,98,78,176,1118,0
31.1,43,1572,1453,1565,1360,1430,1226,1525,1280,1172,15,38,120,180,153,65,0,341,341,127,2026,3,16,9,1,7380,5203,12583,682,53
28.0,46,28,26,25,21,28,23,19,22,24,0,0,8,5,20,10,0,513,493,24,2026,3,28,6,2,128,88,216,1006,0
25.9,50,175,176,142,156,108,136,112,160,163,0,0,259,5,311,97,0,475,428,0,2026,1,15,20,4,757,571,1328,903,0
32.5,53,540,635,644,554,606,459,471,483,498,4,3,313,5,246,117,0,605,545,53,2026,6,26,18,0,2979,1911,4890,1150,7
36.4,38,795,710,636,840,808,534,620,726,638,35,42,327,180,365,143,0,400,341,353,2026,5,19,13,5,3789,2518,6307,741,77
29.3,38,1148,1187,1424,1182,1099,946,1138,1175,1127,45,35,321,180,123,48,0,343,304,124,2026,2,24,16,5,6040,4386,10426,647,80
26.8,47,37,7,5,3,2,24,20,4,8,0,0,1,5,20,10,0,486,474,0,2026,3,10,3,5,54,56,110,960,0
23.9,54,40,7,1,15,23,31,38,28,11,0,0,15,5,20,10,0,518,523,0,2026,1,23,22,0,86,108,194,1041,0
37.2,38,816,458,669,570,822,637,548,653,559,32,34,303,180,436,144,0,409,356,353,2026,4,10,12,0,3335,2397,5732,765,66
33.8,39,413,360,392,371,377,305,363,316,347,0,0,40,5,123,75,0,502,436,51,2026,4,14,7,5,1913,1331,3244,938,0
28.5,52,4,3,8,32,28,27,30,20,19,0,0,3,5,20,10,0,557,525,0,2026,4,16,1,4,75,96,171,1082,0
35.6,39,181,198,166,156,206,181,158,194,178,0,0,80,5,87,33,0,402,358,139,2026,4,5,9,3,907,711,1618,760,0
36.5,42,508,372,422,374,485,327,420,337,326,0,0,40,5,141,59,0,502,448,47,2026,5,4,7,1,2161,1410,3571,950,0
21.8,60,8,21,15,34,7,30,37,13,14,0,0,10,5,20,10,0,499,465,0,2026,2,21,3,2,85,94,179,964,0
25.6,47,195,170,134,158,214,148,139,158,153,0,0,251,5,240,110,0,456,385,0,2026,1,19,20,1,871,598,1469,841,0
39.2,38,1833,2165,1565,1830,2299,1948,1470,1551,1585,35,43,330,180,71,26,0,422,395,307,2026,5,8,11,0,9692,6554,16246,817,78
30.2,43,152,189,162,152,188,145,120,134,161,0,0,75,5,20,10,0,539,504,0,2026,2,9,21,1,843,560,1403,1043,0
30.3,40,35,30,25,33,32,24,25,26,22,0,0,48,5,20,10,0,576,529,0,2026,3,15,21,3,155,97,252,1105,0
29.7,47,38,7,6,9,18,16,11,5,4,0,0,15,5,20,10,0,529,530,0,2026,3,31,5,5,78,36,114,1059,0
26.0,56,34,0,38,31,15,13,37,30,29,0,0,13,5,20,10,0,474,461,0,2026,2,12,0,4,118,109,227,935,0
35.2,42,39,18,17,35,23,32,24,10,12,0,0,8,5,20,10,0,705,570,0,2026,5,10,22,3,132,78,210,1275,0
29.6,38,138,125,121,90,121,84,79,93,90,3,2,167,5,248,74,0,320,286,236,2026,2,15,12,3,595,346,941,606,5
28.8,62,26,37,35,36,13,26,22,8,38,0,0,8,5,20,10,0,581,562,0,2026,6,21,5,3,147,94,241,1143,0
33.4,47,156,134,176,178,166,101,114,147,149,0,0,283,5,271,100,0,551,546,0,2026,5,20,20,6,810,511,1321,1097,0
31.5,41,192,161,188,180,184,154,121,171,155,0,0,60,5,85,38,0,496,463,74,2026,4,25,8,2,905,601,1506,959,0
33.3,45,816,609,798,639,1061,613,662,678,667,41,52,264,180,296,133,0,424,365,397,2026,6,26,12,0,3923,2620,6543,789,93
30.4,38,960,707,751,634,842,589,622,502,544,38,30,350,180,303,140,0,337,307,197,2026,2,11,12,6,3894,2257,6151,644,68
30.1,55,13,23,40,19,27,9,4,10,30,0,0,12,5,20,10,0,621,581,0,2026,5,27,2,6,122,53,175,1202,0
29.2,51,39,37,12,34,18,9,20,15,3,0,0,8,5,20,10,0,539,526,0,2026,3,11,23,6,140,47,187,1065,0
28.3,52,1,7,22,14,14,16,16,19,5,0,0,11,5,21,9,0,313,294,89,2026,1,7,9,6,58,56,114,607,0
31.2,53,35,34,9,20,40,22,26,11,37,0,0,12,5,20,10,0,542,581,0,2026,5,12,3,5,138,96,234,1123,0
37.3,38,1467,1212,1353,1235,1372,1261,1091,973,975,45,41,379,180,71,39,0,373,348,272,2026,4,6,14,1,6639,4300,10939,721,86
33.0,49,11,34,13,22,6,9,38,23,36,0,0,5,5,20,10,0,582,534,0,2026,5,2,4,2,86,106,192,1116,0
31.7,45,15,31,27,26,3,40,6,17,17,0,0,8,5,20,10,0,526,525,0,2026,4,29,5,6,102,80,182,1051,0
22.5,63,24,0,2,34,12,23,0,20,33,0,0,6,5,20,10,0,461,455,0,2026,1,25,4,3,72,76,148,916,0
31.5,44,171,150,167,171,162,135,187,158,170,0,0,14,5,20,10,0,482,480,22,2026,3,3,6,5,821,650,1471,962,0
25.0,54,488,519,391,336,406,410,273,263,379,0,0,40,5,150,63,0,417,359,30,2026,1,30,7,0,2140,1325,3465,776,0
28.0,38,789,716,795,693,822,607,579,585,840,40,26,271,180,386,180,1,357,296,320,2026,2,20,12,0,3815,2611,6426,653,66
32.4,43,435,366,383,440,458,332,383,437,389,0,0,40,5,179,68,0,482,471,50,2026,5,20,7,6,2082,1541,3623,953,0
29.6,42,186,178,161,148,157,122,131,143,159,0,0,60,5,91,28,0,450,412,75,2026,2,7,8,2,830,555,1385,862,0
33.8,40,186,183,138,142,179,128,133,142,132,0,0,253,5,286,108,0,588,537,0,2026,5,18,20,1,828,535,1363,1125,0
23.9,50,424,461,404,357,509,314,351,377,301,0,0,40,5,165,56,0,415,350,29,2026,1,21,7,6,2155,1343,3498,765,0
31.9,70,12,22,25,6,29,34,5,29,0,0,0,6,5,20,10,0,596,576,0,2026,6,3,0,6,94,68,162,1172,0
23.2,51,55,69,67,46,73,68,52,48,75,0,0,40,5,82,37,0,399,401,28,2026,1,24,7,2,310,243,553,800,0
28.5,38,846,925,862,678,808,606,785,716,688,41,48,325,180,442,119,0,346,304,245,2026,2,17,13,5,4119,2795,6914,650,89
35.6,49,763,595,726,735,724,733,580,622,655,56,34,325,180,336,158,0,377,401,441,2026,6,4,13,4,3543,2590,6133,778,90
30.1,38,1265,1160,1013,1300,1248,892,945,940,1130,42,33,282,180,132,53,0,332,302,149,2026,2,16,15,1,5986,3907,9893,634,75
35.7,38,656,543,804,582,696,515,335,443,481,22,27,323,180,99,52,0,507,538,102,2026,4,29,17,6,3281,1774,5055,1045,49
32.6,64,220,125,183,134,180,110,146,125,141,0,0,5,5,20,10,0,597,559,27,2026,6,9,6,5,842,522,1364,1156,0
24.7,48,1271,1116,863,1350,1212,1026,973,893,1026,4,9,80,5,132,77,0,366,348,47,2026,1,22,8,4,5812,3918,9730,714,13
24.2,45,1240,1119,1245,1256,1428,1116,998,1133,1179,30,29,120,180,157,57,0,313,293,78,2026,1,27,9,5,6288,4426,10714,606,59
33.9,47,1276,1223,1287,1105,1509,934,760,1156,1076,30,37,362,180,124,60,0,421,421,242,2026,6,15,15,1,6400,3926,10326,842,67
32.4,39,1638,1296,1056,1375,1314,1050,998,1137,1498,4,7,80,5,149,56,0,460,422,84,2026,3,11,8,6,6679,4683,11362,882,11
26.0,52,29,37,23,2,5,19,20,23,24,0,0,2,5,20,10,0,494,443,0,2026,2,12,4,4,96,86,182,937,0
31.0,38,240,276,249,215,223,191,203,229,173,1,0,152,5,45,13,0,354,313,256,2026,3,22,11,3,1203,796,1999,667,1
30.2,65,195,171,179,170,151,152,144,148,142,0,0,15,5,20,10,0,582,549,17,2026,6,19,6,0,866,586,1452,1131,0
25.9,45,31,12,39,25,11,31,6,9,34,0,0,13,5,20,10,0,525,473,0,2026,2,17,22,5,118,80,198,998,0
31.2,50,183,210,164,133,153,157,120,149,143,0,0,10,5,20,10,0,539,589,21,2026,4,29,6,6,843,569,1412,1128,0
31.9,53,1463,1255,1519,990,1209,1013,991,857,1391,28,21,120,180,168,61,0,393,355,203,2026,6,25,9,4,6436,4252,10688,748,49
27.3,39,7,15,0,19,28,30,17,10,29,0,0,19,5,17,15,0,428,399,0,2026,1,5,20,1,69,86,155,827,0
36.5,38,497,493,543,601,657,510,481,629,527,24,21,374,180,144,48,0,504,463,109,2026,5,28,17,4,2791,2147,4938,967,45
27.1,49,33,32,24,12,29,19,18,19,21,0,0,140,5,136,57,0,438,420,0,2026,1,31,20,2,130,77,207,858,0
28.5,70,25,11,18,6,29,34,16,11,37,0,0,1,5,20,10,0,594,621,0,2026,6,24,0,6,89,98,187,1215,0
27.2,42,195,163,151,128,134,128,154,130,157,0,0,2,5,20,10,0,509,521,17,2026,3,24,6,5,771,569,1340,1030,0
24.5,59,20,35,6,28,11,19,25,4,38,0,0,3,5,20,10,0,451,416,0,2026,2,15,1,3,100,86,186,867,0
29.5,64,7,12,13,28,4,34,18,19,16,0,0,1,5,20,10,0,665,631,0,2026,6,3,3,6,64,87,151,1296,0
32.0,38,1978,1529,1684,1566,1397,1288,1805,1468,1497,41,28,340,180,74,25,0,342,289,204,2026,3,17,10,5,8154,6058,14212,631,69
30.8,38,1465,1214,1001,1133,1370,1277,899,996,1072,46,38,301,180,95,34,0,312,297,216,2026,2,4,14,6,6183,4244,10427,609,84
25.2,54,34,26,37,9,26,6,31,39,26,0,0,8,5,11,10,0,498,457,0,2026,1,5,23,1,132,102,234,955,0
24.7,53,1218,1094,981,1012,989,1225,977,973,1124,14,10,80,5,172,68,0,420,357,47,2026,1,28,8,6,5294,4299,9593,777,24
29.1,59,28,40,39,21,2,28,18,2,31,0,0,3,5,20,10,0,648,654,0,2026,6,22,23,1,130,79,209,1302,0
32.2,46,198,217,136,164,229,148,175,168,167,2,1,173,5,80,25,0,411,362,161,2026,6,21,16,3,944,658,1602,773,3
24.1,50,20,33,2,6,34,40,22,27,39,0,0,8,5,20,10,0,523,463,0,2026,2,17,1,5,95,128,223,986,0
25.3,39,1615,1353,1450,1439,1848,1249,1461,1517,1626,37,23,279,180,74,26,0,360,319,190,2026,1,27,11,5,7705,5853,13558,679,60
26.2,46,1306,1078,1328,1454,1320,1114,1175,919,1400,26,34,120,180,145,74,0,341,313,110,2026,1,16,9,0,6486,4608,11094,654,60
23.8,58,40,14,4,9,0,13,32,29,23,0,0,1,5,20,10,0,488,453,0,2026,1,12,4,1,67,97,164,941,0
33.9,38,1199,1012,1191,1287,1393,955,1077,1221,919,34,37,350,180,146,45,0,356,370,179,2026,4,23,15,4,6082,4172,10254,726,71
29.1,65,34,35,4,36,40,17,36,0,20,0,0,7,5,20,10,0,608,599,0,2026,6,12,3,0,149,73,222,1207,0
35.4,41,481,600,498,460,525,422,408,381,534,0,0,40,5,148,57,0,488,525,56,2026,5,5,7,5,2564,1745,4309,1013,0
35.0,38,1423,1511,1294,1298,1194,1188,997,1080,1075,44,44,284,180,101,44,0,371,353,350,2026,4,30,14,4,6720,4340,11060,724,88
36.5,38,231,251,165,200,234,195,162,154,177,2,1,158,5,33,14,0,379,344,243,2026,5,2,10,2,1081,688,1769,723,3
26.3,50,20,7,19,32,19,26,20,25,18,0,0,17,5,14,8,0,512,495,0,2026,1,2,22,0,97,89,186,1007,0
35.4,38,100,119,126,94,115,70,104,103,101,8,5,114,5,244,89,0,325,383,327,2026,5,23,13,2,554,378,932,708,13
32.7,40,780,799,732,419,770,687,623,634,757,29,43,297,180,320,163,0,444,384,381,2026,6,24,12,6,3500,2701,6201,828,72
28.4,46,413,475,399,367,426,325,363,327,396,0,0,40,5,176,58,0,408,397,31,2026,2,11,7,6,2080,1411,3491,805,0
31.3,38,644,757,815,776,811,589,480,592,650,36,42,346,180,387,149,0,331,316,258,2026,2,6,12,0,3803,2311,6114,647,78
26.0,44,14,23,5,38,2,24,25,39,33,0,0,9,5,20,10,0,498,465,0,2026,2,2,5,1,82,121,203,963,0
25.9,40,599,656,638,486,666,466,561,429,517,3,2,251,5,298,102,0,447,436,0,2026,2,20,19,0,3045,1973,5018,883,5
27.7,45,15,28,40,10,13,36,22,3,16,0,0,3,5,20,10,0,568,507,0,2026,2,16,22,1,106,77,183,1075,0
24.7,58,7,24,5,35,18,40,39,23,36,0,0,6,5,12,5,0,466,401,0,2026,1,1,4,4,89,138,227,867,0
33.8,44,686,542,613,510,567,519,441,480,557,3,8,330,5,267,117,0,520,587,0,2026,6,3,19,6,2918,1997,4915,1107,11
30.8,53,29,29,28,9,9,24,26,1,8,0,0,10,5,20,10,0,599,562,0,2026,5,8,3,0,104,59,163,1161,0
34.6,38,271,198,263,233,232,147,216,180,216,7,4,135,5,46,15,0,357,366,265,2026,3,8,11,3,1197,759,1956,723,11
33.0,55,35,38,18,15,4,39,6,0,1,0,0,1,5,20,10,0,563,590,0,2026,5,11,4,1,110,46,156,1153,0
35.4,41,471,429,434,423,446,370,382,275,375,0,0,40,5,162,65,0,470,454,51,2026,4,7,7,5,2203,1402,3605,924,0
38.6,38,1781,1790,1196,1300,1487,1112,1219,1025,1499,27,31,462,180,142,40,0,400,360,190,2026,5,7,16,4,7554,4855,12409,760,58
31.3,42,152,167,192,154,154,142,138,147,179,0,0,256,5,324,112,0,499,565,0,2026,4,21,20,5,819,606,1425,1064,0
34.7,38,517,445,730,615,562,495,461,520,471,9,7,249,5,282,123,0,546,533,0,2026,4,14,19,5,2869,1947,4816,1079,16
31.2,55,14,37,10,2,22,26,29,29,20,0,0,12,5,20,10,0,639,572,0,2026,5,8,2,0,85,104,189,1211,0
27.8,46,23,29,29,21,26,22,19,22,22,0,0,40,5,20,10,0,477,510,0,2026,2,14,21,2,128,85,213,987,0
35.8,41,1485,1362,1211,1420,1344,1074,1122,1036,1287,38,43,296,180,73,37,0,391,372,278,2026,6,10,14,6,6822,4519,11341,763,81
29.0,47,147,157,181,146,153,157,118,134,155,0,0,34,5,20,10,0,505,520,0,2026,2,4,21,6,784,564,1348,1025,0
26.8,53,1628,1355,1325,1195,1042,1087,1242,1006,1219,30,19,120,180,150,56,0,310,280,91,2026,1,29,9,4,6545,4554,11099,590,49
33.9,38,2012,1713,1712,1636,2213,1540,1307,1601,1830,35,44,395,180,60,25,1,363,301,253,2026,3,13,11,0,9286,6278,15564,664,79
31.8,46,39,31,17,5,13,8,33,14,19,0,0,6,5,20,10,0,581,537,0,2026,4,9,0,4,105,74,179,1118,0
31.8,53,2,2,28,12,0,36,22,1,23,0,0,10,5,20,10,0,557,586,0,2026,5,23,5,2,44,82,126,1143,0
28.1,50,5,34,6,8,9,40,31,27,17,0,0,11,5,20,10,0,591,521,0,2026,4,20,1,1,62,115,177,1112,0
36.2,38,1216,1220,1123,1589,1417,1007,997,1189,1288,29,22,120,180,162,63,0,358,336,156,2026,4,9,9,4,6565,4481,11046,694,51
35.2,38,757,695,854,698,693,592,591,608,587,35,44,313,180,376,153,0,378,351,375,2026,4,2,13,4,3697,2378,6075,729,79
27.4,41,203,121,154,170,164,126,147,155,153,0,0,220,5,282,103,0,468,461,0,2026,2,17,20,5,812,581,1393,929,0
33.5,39,23,27,23,24,19,13,21,23,17,0,0,31,5,20,10,0,663,658,0,2026,5,16,21,2,116,74,190,1321,0
22.4,53,19,26,21,23,16,37,18,29,7,0,0,15,5,20,10,0,519,478,0,2026,1,24,22,2,105,91,196,997,0
30.3,66,21,1,8,0,2,2,9,19,23,0,0,7,5,20,10,0,620,560,0,2026,6,7,1,3,32,53,85,1180,0
34.7,41,1201,1164,1408,1147,1601,1044,977,1166,899,31,23,263,180,133,58,0,405,378,135,2026,6,5,16,0,6521,4086,10607,783,54
23.1,58,1,2,15,30,39,4,29,26,40,0,0,18,5,16,11,0,466,429,0,2026,1,3,2,2,87,99,186,895,0
30.5,38,854,758,765,608,819,583,605,647,683,40,35,299,180,382,131,0,327,321,253,2026,2,5,13,4,3804,2518,6322,648,75
32.0,38,1367,1382,1099,1214,1315,1026,933,1125,1219,39,32,313,180,89,38,0,324,323,241,2026,3,24,14,5,6377,4303,10680,647,71
35.3,38,212,201,183,157,224,146,116,157,163,6,6,220,5,56,20,0,375,351,385,2026,4,26,14,3,977,582,1559,726,12
28.4,43,15,23,25,24,39,3,22,21,6,0,0,0,5,20,10,0,574,610,0,2026,3,17,23,5,126,52,178,1184,0
31.2,38,658,592,570,559,633,416,574,380,481,24,27,355,180,109,51,0,391,424,72,2026,2,4,17,6,3012,1851,4863,815,51
35.7,38,87,83,79,80,73,71,65,72,72,0,0,148,5,72,35,0,531,515,104,2026,5,23,17,2,402,280,682,1046,0
29.3,38,1603,1526,1374,1437,1491,1307,1313,1146,1321,36,42,273,180,63,28,0,371,331,229,2026,2,16,11,1,7431,5087,12518,702,78
30.5,38,1751,1198,1224,976,1151,1289,984,1291,957,32,36,327,180,98,37,0,328,311,234,2026,2,18,14,6,6300,4521,10821,639,68
31.2,43,6,13,17,11,16,36,6,8,33,0,0,12,5,20,10,0,646,548,0,2026,4,15,22,6,63,83,146,1194,0
31.1,38,224,218,247,201,232,197,192,175,190,5,8,145,5,43,18,0,370,347,204,2026,3,21,10,2,1122,754,1876,717,13
30.6,38,1566,1359,1503,1249,1412,1091,1271,1160,1538,38,35,242,180,70,28,0,339,344,245,2026,2,10,11,5,7089,5060,12149,683,73
